Time (Days),Gas Volume,Oil Volume,Water Volume ,Gas Production,Oil Production
9/18/01,0.78181,0,18,1253.39397,0
9/19/01,0.76773,0,17,1254.1617,0
9/20/01,0.76086,0,18,1254.92256,0
9/21/01,0.76945,0,18,1255.69201,0
9/22/01,0.77915,0,18,1256.47116,0
9/23/01,0.77544,0,18,1257.2466,0
9/24/01,0.78922,0,20,1258.03582,0
9/25/01,0.76318,0,18,1258.799,0
9/26/01,0.7598,0,18,1259.5588,0
9/27/01,0.74318,0,20,1260.30198,0
9/28/01,0.74819,0,18,1261.05017,0
9/29/01,0.66649,0,18,1261.71666,0
9/30/01,0.77517,0,18,1262.49183,0
10/1/01,0.78142,0,18,1263.27325,0
10/2/01,0.73724,0,18,1264.01049,0
10/3/01,0.75209,0,17,1264.76258,0
10/4/01,0.76472,0,18,1265.5273,0
10/5/01,0.72936,0,19,1266.25666,0
10/6/01,0.68845,0,11,1266.94511,0
10/7/01,0.74985,0,18,1267.69496,0
10/8/01,0.76784,0,18,1268.4628,0
10/9/01,0.69112,0,15,1269.15392,0
10/10/01,0.66893,0,15,1269.82285,0
10/11/01,0.71025,0,16,1270.5331,0
10/12/01,0.80415,0,17,1271.33725,0
10/13/01,0.69128,0,13,1272.02853,0
10/14/01,0.78473,0,18,1272.81326,0
10/15/01,0.75225,0,20,1273.56551,0
10/16/01,0.74609,0,16,1274.3116,0
10/17/01,0.74409,0,18,1275.05569,0
10/18/01,0.74653,0,18,1275.80222,0
10/19/01,0.74508,0,18,1276.5473,0
10/20/01,0.74471,0,18,1277.29201,0
10/21/01,0.73336,0,14,1278.02537,0
10/22/01,0.74376,0,17,1278.76913,0
10/23/01,0.7417,0,20,1279.51083,0
10/24/01,0.74194,0,17,1280.25277,0
10/25/01,0.72812,0,18,1280.98089,0
10/26/01,0.74248,0,18,1281.72337,0
10/27/01,0.74286,0,18,1282.46623,0
10/28/01,0.74556,0,18,1283.21179,0
10/29/01,0.7433,0,18,1283.95509,0
10/30/01,0.74031,0,15,1284.6954,0
10/31/01,0.73772,0,18,1285.43312,0
11/1/01,0.73698,0,15,1286.1701,0
11/2/01,0.68627,0,24,1286.85637,0
11/3/01,0.73581,0,20,1287.59218,0
11/4/01,0.72372,0,16,1288.3159,0
11/5/01,0.72217,0,15,1289.03807,0
11/6/01,0.72592,0,16,1289.76399,0
11/7/01,0.70064,0,15,1290.46463,0
11/8/01,0.70061,0,17,1291.16524,0
11/9/01,0.71961,0,18,1291.88485,0
11/10/01,0.7154,0,14,1292.60025,0
11/11/01,0.71176,0,17,1293.31201,0
11/12/01,0.72942,0,17,1294.04143,0
11/13/01,0.74453,0,20,1294.78596,0
11/14/01,0.73887,0,18,1295.52483,0
11/15/01,0.74391,0,20,1296.26874,0
11/16/01,0.71897,0,14,1296.98771,0
11/17/01,0.71247,0,18,1297.70018,0
11/18/01,0.70331,0,15,1298.40349,0
11/19/01,0.68743,0,15,1299.09092,0
11/20/01,0.69994,0,17,1299.79086,0
11/21/01,0.70972,0,17,1300.50058,0
11/22/01,0.69476,0,13,1301.19534,0
11/23/01,0.68241,0,17,1301.87775,0
11/24/01,0.69817,0,15,1302.57592,0
11/25/01,0.69834,0,15,1303.27426,0
11/26/01,0.70147,0,16,1303.97573,0
11/27/01,0.71521,0,17,1304.69094,0
11/28/01,0.70068,0,13,1305.39162,0
11/29/01,0.69789,0,14,1306.08951,0
11/30/01,0.64657,0,13,1306.73608,0
12/1/01,0.60923,0,17,1307.34531,0
12/2/01,0.75444,0,14,1308.09975,0
12/3/01,0.69819,0,17,1308.79794,0
12/4/01,0.69256,0,13,1309.4905,0
12/5/01,0.68367,0,17,1310.17417,0
12/6/01,0.68063,0,15,1310.8548,0
12/7/01,0.68393,0,13,1311.53873,0
12/8/01,0.70027,0,14,1312.239,0
12/9/01,0.73296,0,18,1312.97196,0
12/10/01,0.71611,0,16,1313.68807,0
12/11/01,0.7427,0,18,1314.43077,0
12/12/01,0.70612,0,17,1315.13689,0
12/13/01,0.69452,0,14,1315.83141,0
12/14/01,0.6813,0,18,1316.51271,0
12/15/01,0.67955,0,14,1317.19226,0
12/16/01,0.64784,0,11,1317.8401,0
12/17/01,0.7021,0,13,1318.5422,0
12/18/01,0.68568,0,13,1319.22788,0
12/19/01,0.64598,0,15,1319.87386,0
12/20/01,0.68917,0,12,1320.56303,0
12/21/01,0.65123,0,17,1321.21426,0
12/22/01,0.69067,0,16,1321.90493,0
12/23/01,0.66862,0,17,1322.57355,0
12/24/01,0.70759,0,17,1323.28114,0
12/25/01,0.68315,0,17,1323.96429,0
12/26/01,0.67867,0,17,1324.64296,0
12/27/01,0.67426,0,13,1325.31722,0
12/28/01,0.67642,0,16,1325.99364,0
12/29/01,0.6911,0,14,1326.68474,0
12/30/01,0.65909,0,15,1327.34383,0
12/31/01,0.6715,0,14,1328.01533,0
1/1/02,0.68137,0,17,1328.6967,0
1/2/02,0.65774,0,15,1329.35444,0
1/3/02,0.66003,0,13,1330.01447,0
1/4/02,0.65864,0,17,1330.67311,0
1/5/02,0.66332,0,15,1331.33643,0
1/6/02,0.61053,0,14,1331.94696,0
1/7/02,0.68837,0,15,1332.63533,0
1/8/02,0.65137,0,14,1333.2867,0
1/9/02,0.64554,0,15,1333.93224,0
1/10/02,0.66064,0,16,1334.59288,0
1/11/02,0.64675,0,17,1335.23963,0
1/12/02,0.66639,0,13,1335.90602,0
1/13/02,0.67167,0,17,1336.57769,0
1/14/02,0.66197,0,15,1337.23966,0
1/15/02,0.66539,0,17,1337.90505,0
1/16/02,0.66464,0,13,1338.56969,0
1/17/02,0.66738,0,17,1339.23707,0
1/18/02,0.6686,0,15,1339.90567,0
1/19/02,0.65821,0,16,1340.56388,0
1/20/02,0.66044,0,17,1341.22432,0
1/21/02,0.65794,0,17,1341.88226,0
1/22/02,0.65487,0,17,1342.53713,0
1/23/02,0.65199,0,15,1343.18912,0
1/24/02,0.65675,0,13,1343.84587,0
1/25/02,0.65778,0,15,1344.50365,0
1/26/02,0.66812,0,15,1345.17177,0
1/27/02,0.67251,0,15,1345.84428,0
1/28/02,0.66509,0,14,1346.50937,0
1/29/02,0.6622,0,15,1347.17157,0
1/30/02,0.67701,0,16,1347.84858,0
1/31/02,0.64166,0,10,1348.49024,0
2/1/02,0.65393,0,17,1349.14417,0
2/2/02,0.64997,0,15,1349.79414,0
2/3/02,0.6432,0,16,1350.43734,0
2/4/02,0.64022,0,15,1351.07756,0
2/5/02,0.62698,0,15,1351.70454,0
2/6/02,0.61117,0,13,1352.31571,0
2/7/02,0.60584,0,13,1352.92155,0
2/8/02,0.59045,0,13,1353.512,0
2/9/02,0.63337,0,17,1354.14537,0
2/10/02,0.62894,0,15,1354.77431,0
2/11/02,0.63747,0,12,1355.41178,0
2/12/02,0.63091,0,15,1356.04269,0
2/13/02,0.61997,0,15,1356.66266,0
2/14/02,0.61396,0,12,1357.27662,0
2/15/02,0.60005,0,13,1357.87667,0
2/16/02,0.27044,0,3,1358.14711,0
2/17/02,0.73007,0,16,1358.87718,0
2/18/02,0.72788,0,17,1359.60506,0
2/19/02,0.59934,0,17,1360.2044,0
2/20/02,0.64762,0,16,1360.85202,0
2/21/02,0.64031,0,13,1361.49233,0
2/22/02,0.63764,0,17,1362.12997,0
2/23/02,0.65636,0,18,1362.78633,0
2/24/02,0.64201,0,13,1363.42834,0
2/25/02,0.62827,0,17,1364.05661,0
2/26/02,0.6242,0,15,1364.68081,0
2/27/02,0.61562,0,15,1365.29643,0
2/28/02,0.6203,0,17,1365.91673,0
3/1/02,0.63998,0,15,1366.55671,0
3/2/02,0.6248,0,16,1367.18151,0
3/3/02,0.61406,0,15,1367.79557,0
3/4/02,0.61375,0,13,1368.40932,0
3/5/02,0.61273,0,15,1369.02205,0
3/6/02,0.63208,0,17,1369.65413,0
3/7/02,0.60302,0,13,1370.25715,0
3/8/02,0.5939,0,12,1370.85105,0
3/9/02,0.60145,0,13,1371.4525,0
3/10/02,0.60064,0,11,1372.05314,0
3/11/02,0.62958,0,12,1372.68272,0
3/12/02,0.61258,0,12,1373.2953,0
3/13/02,0.6076,0,12,1373.9029,0
3/14/02,0.62699,0,13,1374.52989,0
3/15/02,0.64737,0,17,1375.17726,0
3/16/02,0.65659,0,18,1375.83385,0
3/17/02,0.60747,0,15,1376.44132,0
3/18/02,0.66146,0,15,1377.10278,0
3/19/02,0.63627,0,17,1377.73905,0
3/20/02,0.61366,0,15,1378.35271,0
3/21/02,0.61916,0,17,1378.97187,0
3/22/02,0.60586,0,15,1379.57773,0
3/23/02,0.6048,0,14,1380.18253,0
3/24/02,0.60106,0,13,1380.78359,0
3/25/02,0.60153,0,15,1381.38512,0
3/26/02,0.60569,0,15,1381.99081,0
3/27/02,0.61053,0,17,1382.60134,0
3/28/02,0.60306,0,13,1383.2044,0
3/29/02,0.57766,0,18,1383.78206,0
3/30/02,0.60478,0,12,1384.38684,0
3/31/02,0.58965,0,13,1384.97649,0
4/1/02,0.61446,0,12,1385.59095,0
4/2/02,0.62952,0,13,1386.22047,0
4/3/02,0.62651,0,12,1386.84698,0
4/4/02,0.64472,0,18,1387.4917,0
4/5/02,0.60967,0,15,1388.10137,0
4/6/02,0.60506,0,11,1388.70643,0
4/7/02,0.60656,0,17,1389.31299,0
4/8/02,0.60314,0,15,1389.91613,0
4/9/02,0.59655,0,13,1390.51268,0
4/10/02,0.59341,0,15,1391.10609,0
4/11/02,0.59227,0,15,1391.69836,0
4/12/02,0.58963,0,14,1392.28799,0
4/13/02,0.58736,0,16,1392.87535,0
4/14/02,0.58729,0,14,1393.46264,0
4/15/02,0.58867,0,15,1394.05131,0
4/16/02,0.58984,0,12,1394.64115,0
4/17/02,0.59146,0,15,1395.23261,0
4/18/02,0.59425,0,15,1395.82686,0
4/19/02,0.59443,0,13,1396.42129,0
4/20/02,0.59325,0,15,1397.01454,0
4/21/02,0.59105,0,11,1397.60559,0
4/22/02,0.59324,0,15,1398.19883,0
4/23/02,0.59264,0,14,1398.79147,0
4/24/02,0.58507,0,17,1399.37654,0
4/25/02,0.58566,0,15,1399.9622,0
4/26/02,0.60751,0,15,1400.56971,0
4/27/02,0.58442,0,12,1401.15413,0
4/28/02,0.58201,0,15,1401.73614,0
4/29/02,0.63166,0,18,1402.3678,0
4/30/02,0.63556,0,17,1403.00336,0
5/1/02,0.61353,0,13,1403.61689,0
5/2/02,0.59864,0,15,1404.21553,0
5/3/02,0.58415,0,14,1404.79968,0
5/4/02,0.57778,0,14,1405.37746,0
5/5/02,0.57527,0,12,1405.95273,0
5/6/02,0.56249,0,11,1406.51522,0
5/7/02,0.55994,0,14,1407.07516,0
5/8/02,0.56341,0,13,1407.63857,0
5/9/02,0.57158,0,12,1408.21015,0
5/10/02,0.56639,0,13,1408.77654,0
5/11/02,0.54742,0,13,1409.32396,0
5/12/02,0.54967,0,13,1409.87363,0
5/13/02,0.55852,0,14,1410.43215,0
5/14/02,0.5651,0,14,1410.99725,0
5/15/02,0.55926,0,12,1411.55651,0
5/16/02,0.62802,0,18,1412.18453,0
5/17/02,0.64377,0,18,1412.8283,0
5/18/02,0.59106,0,15,1413.41936,0
5/19/02,0.58809,0,17,1414.00745,0
5/20/02,0.58794,0,15,1414.59539,0
5/21/02,0.59936,0,13,1415.19475,0
5/22/02,0.58568,0,17,1415.78043,0
5/23/02,0.56954,0,13,1416.34997,0
5/24/02,0.58795,0,16,1416.93792,0
5/25/02,0.58177,0,14,1417.51969,0
5/26/02,0.58393,0,18,1418.10362,0
5/27/02,0.57816,0,17,1418.68178,0
5/28/02,0.5717,0,13,1419.25348,0
5/29/02,0.58318,0,17,1419.83666,0
5/30/02,0.57405,0,15,1420.41071,0
5/31/02,0.57592,0,17,1420.98663,0
6/1/02,0.57067,0,18,1421.5573,0
6/2/02,0.55722,0,15,1422.11452,0
6/3/02,0.58584,0,13,1422.70036,0
6/4/02,0.57031,0,15,1423.27067,0
6/5/02,0.56384,0,17,1423.83451,0
6/6/02,0.52877,0,13,1424.36328,0
6/7/02,0.55516,0,10,1424.91844,0
6/8/02,0.5467,0,15,1425.46514,0
6/9/02,0.58446,0,17,1426.0496,0
6/10/02,0.5903,0,17,1426.6399,0
6/11/02,0.58046,0,16,1427.22036,0
6/12/02,0.56852,0,13,1427.78888,0
6/13/02,0.52966,0,11,1428.31854,0
6/14/02,0.5409,0,12,1428.85944,0
6/15/02,0.58875,0,18,1429.44819,0
6/16/02,0.58278,0,15,1430.03097,0
6/17/02,0.57392,0,15,1430.60489,0
6/18/02,0.57069,0,14,1431.17558,0
6/19/02,0.57028,0,15,1431.74586,0
6/20/02,0.5798,0,18,1432.32566,0
6/21/02,0.55101,0,13,1432.87667,0
6/22/02,0.55167,0,13,1433.42834,0
6/23/02,0.54275,0,15,1433.97109,0
6/24/02,0.54543,0,12,1434.51652,0
6/25/02,0.54758,0,16,1435.0641,0
6/26/02,0.5483,0,13,1435.6124,0
6/27/02,0.54866,0,14,1436.16106,0
6/28/02,0.54643,0,13,1436.70749,0
6/29/02,0.54495,0,13,1437.25244,0
6/30/02,0.54408,0,15,1437.79652,0
7/1/02,0.54753,0,13,1438.34405,0
7/2/02,0.54518,0,13,1438.88923,0
7/3/02,0.54682,0,14,1439.43605,0
7/4/02,0.54627,0,14,1439.98232,0
7/5/02,0.54791,0,16,1440.53023,0
7/6/02,0.542,0,14,1441.07223,0
7/7/02,0.53604,0,13,1441.60827,0
7/8/02,0.54531,0,13,1442.15358,0
7/9/02,0.52526,0,13,1442.67884,0
7/10/02,0.51831,0,13,1443.19715,0
7/11/02,0.53969,0,13,1443.73684,0
7/12/02,0.53764,0,14,1444.27448,0
7/13/02,0.53157,0,12,1444.80605,0
7/14/02,0.53021,0,14,1445.33626,0
7/15/02,0.52081,0,13,1445.85707,0
7/16/02,0.54132,0,15,1446.39839,0
7/17/02,0.52806,0,12,1446.92645,0
7/18/02,0.53065,0,11,1447.4571,0
7/19/02,0.52665,0,28,1447.98375,0
7/20/02,0.53852,0,14,1448.52227,0
7/21/02,0.52755,0,13,1449.04982,0
7/22/02,0.52329,0,12,1449.57311,0
7/23/02,0.5382,0,16,1450.11131,0
7/24/02,0.53419,0,12,1450.6455,0
7/25/02,0.52591,0,12,1451.17141,0
7/26/02,0.5174,0,12,1451.68881,0
7/27/02,0.51963,0,11,1452.20844,0
7/28/02,0.51877,0,12,1452.72721,0
7/29/02,0.5242,0,14,1453.25141,0
7/30/02,0.52013,0,13,1453.77154,0
7/31/02,0.52083,0,12,1454.29237,0
8/1/02,0.52093,0,11,1454.8133,0
8/2/02,0.51826,0,10,1455.33156,0
8/3/02,0.51938,0,11,1455.85094,0
8/4/02,0.52,0,13,1456.37094,0
8/5/02,0.52262,0,13,1456.89356,0
8/6/02,0.52284,0,14,1457.4164,0
8/7/02,0.49704,0,9,1457.91344,0
8/8/02,0.51958,0,13,1458.43302,0
8/9/02,0.51943,0,15,1458.95245,0
8/10/02,0.51451,0,15,1459.46696,0
8/11/02,0.51728,0,13,1459.98424,0
8/12/02,0.51743,0,12,1460.50167,0
8/13/02,0.51397,0,12,1461.01564,0
8/14/02,0.50746,0,12,1461.5231,0
8/15/02,0.51246,0,13,1462.03556,0
8/16/02,0.50864,0,12,1462.5442,0
8/17/02,0.50868,0,12,1463.05288,0
8/18/02,0.52539,0,17,1463.57827,0
8/19/02,0.51978,0,12,1464.09805,0
8/20/02,0.50993,0,13,1464.60798,0
8/21/02,0.50728,0,12,1465.11526,0
8/22/02,0.50563,0,12,1465.62089,0
8/23/02,0.50639,0,12,1466.12728,0
8/24/02,0.50517,0,13,1466.63245,0
8/25/02,0.50207,0,12,1467.13452,0
8/26/02,0.50285,0,11,1467.63737,0
8/27/02,0.5139,0,14,1468.15127,0
8/28/02,0.49874,0,11,1468.65001,0
8/29/02,0.49358,0,12,1469.14359,0
8/30/02,0.51893,0,14,1469.66252,0
8/31/02,0.50526,0,12,1470.16778,0
9/1/02,0.50381,0,13,1470.67159,0
9/2/02,0.49447,0,13,1471.16606,0
9/3/02,0.49711,0,12,1471.66317,0
9/4/02,0.49139,0,11,1472.15456,0
9/5/02,0.48301,0,9,1472.63757,0
9/6/02,0.50118,0,12,1473.13875,0
9/7/02,0.40492,0,8,1473.54367,0
9/8/02,0.58068,0,17,1474.12435,0
9/9/02,0.49107,0,11,1474.61542,0
9/10/02,0.50479,0,13,1475.12021,0
9/11/02,0.49411,0,11,1475.61432,0
9/12/02,0.49021,0,12,1476.10453,0
9/13/02,0.45798,0,8,1476.56251,0
9/14/02,0.51719,0,16,1477.0797,0
9/15/02,0.46884,0,8,1477.54854,0
9/16/02,0.5005,0,8,1478.04904,0
9/17/02,0.48454,0,10,1478.53358,0
9/18/02,0.48008,0,13,1479.01366,0
9/19/02,0.50299,0,12,1479.51665,0
9/20/02,0.45008,0,8,1479.96673,0
9/21/02,0.50762,0,16,1480.47435,0
9/22/02,0.46686,0,8,1480.94121,0
9/23/02,0.49583,0,16,1481.43704,0
9/24/02,0.47574,0,8,1481.91278,0
9/25/02,0.48627,0,15,1482.39905,0
9/26/02,0.47775,0,8,1482.8768,0
9/27/02,0.47494,0,7,1483.35174,0
9/28/02,0.27001,0,6,1483.62175,0
9/29/02,0.49978,0,4,1484.12153,0
9/30/02,0.416,0,6,1484.53753,0
10/1/02,0.4395,0,5,1484.97703,0
10/2/02,0.47282,0,5,1485.44985,0
10/3/02,0.4473,0,5,1485.89715,0
10/4/02,0.45113,0,4,1486.34828,0
10/5/02,0.4729,0,4,1486.82118,0
10/6/02,0.35889,0,6,1487.18007,0
10/7/02,0.42349,0,7,1487.60356,0
10/8/02,0.49634,0,5,1488.0999,0
10/9/02,0.43569,0,3,1488.53559,0
10/10/02,0.42256,0,7,1488.95815,0
10/11/02,0.42971,0,4,1489.38786,0
10/12/02,0.43235,0,0,1489.82021,0
10/13/02,0.45243,0,10,1490.27264,0
10/14/02,0.45783,0,10,1490.73047,0
10/15/02,0.44824,0,13,1491.17871,0
10/16/02,0.4395,0,10,1491.61821,0
10/17/02,0.43683,0,9,1492.05504,0
10/18/02,0.42849,0,9,1492.48353,0
10/19/02,0.44699,0,11,1492.93052,0
10/20/02,0.46075,0,10,1493.39127,0
10/21/02,0.45558,0,9,1493.84685,0
10/22/02,0.45012,0,10,1494.29697,0
10/23/02,0.44758,0,10,1494.74455,0
10/24/02,0.45147,0,10,1495.19602,0
10/25/02,0.44541,0,9,1495.64143,0
10/26/02,0.4424,0,9,1496.08383,0
10/27/02,0.43895,0,8,1496.52278,0
10/28/02,0.44308,0,9,1496.96586,0
10/29/02,0.45031,0,10,1497.41617,0
10/30/02,0.45217,0,9,1497.86834,0
10/31/02,0.45823,0,10,1498.32657,0
11/1/02,0.45951,0,11,1498.78608,0
11/2/02,0.45597,0,10,1499.24205,0
11/3/02,0.45256,0,9,1499.69461,0
11/4/02,0.45047,0,10,1500.14508,0
11/5/02,0.45359,0,9,1500.59867,0
11/6/02,0.4531,0,10,1501.05177,0
11/7/02,0.44706,0,9,1501.49883,0
11/8/02,0.44721,0,10,1501.94604,0
11/9/02,0.44717,0,9,1502.39321,0
11/10/02,0.44792,0,10,1502.84113,0
11/11/02,0.45648,0,18,1503.29761,0
11/13/02,0.59838,0,10,1503.89599,0
11/14/02,0.58879,0,7,1504.48478,0
11/15/02,0.48567,0,9,1504.97045,0
11/16/02,0.44346,0,10,1505.41391,0
11/17/02,0.4425,0,11,1505.85641,0
11/18/02,0.45508,0,10,1506.31149,0
11/19/02,0.45955,0,10,1506.77104,0
11/20/02,0.45698,0,460,1507.22802,0
11/21/02,0.44665,0,10,1507.67467,0
11/22/02,0.44799,0,11,1508.12266,0
11/23/02,0.45159,0,11,1508.57425,0
11/24/02,0.45044,0,11,1509.02469,0
11/25/02,0.45157,0,10,1509.47626,0
11/26/02,0.44501,0,10,1509.92127,0
11/27/02,0.45205,0,20,1510.37332,0
11/28/02,0.45799,0,10,1510.83131,0
11/29/02,0.45899,0,10,1511.2903,0
11/30/02,0.46259,0,11,1511.75289,0
12/1/02,0.46263,0,12,1512.21552,0
12/2/02,0.45013,0,10,1512.66565,0
12/3/02,0.42784,0,11,1513.09349,0
12/4/02,0.50475,0,10,1513.59824,0
12/5/02,0.46972,0,12,1514.06796,0
12/6/02,0.48974,0,16,1514.5577,0
12/7/02,0.48869,0,11,1515.04639,0
12/8/02,0.45336,0,12,1515.49975,0
12/9/02,0.49116,0,9,1515.99091,0
12/10/02,0.52471,0,16,1516.51562,0
12/11/02,0.50782,0,13,1517.02344,0
12/12/02,0.48475,0,16,1517.50819,0
12/13/02,0.50475,0,15,1518.01294,0
12/14/02,0.50291,0,15,1518.51585,0
12/15/02,0.5048,0,15,1519.02065,0
12/16/02,0.49959,0,15,1519.52024,0
12/17/02,0.48031,0,16,1520.00055,0
12/18/02,0.45263,0,14,1520.45318,0
12/19/02,0.51001,0,14,1520.96319,0
12/20/02,0.4687,0,12,1521.43189,0
12/21/02,0.48443,0,13,1521.91632,0
12/22/02,0.48766,0,13,1522.40398,0
12/23/02,0.48756,0,14,1522.89154,0
12/24/02,0.48848,0,13,1523.38002,0
12/25/02,0.48488,0,13,1523.8649,0
12/26/02,0.48223,0,12,1524.34713,0
12/27/02,0.47685,0,13,1524.82398,0
12/28/02,0.48808,0,15,1525.31206,0
12/29/02,0.48216,0,13,1525.79422,0
12/30/02,0.48386,0,10,1526.27808,0
12/31/02,0.4791,0,11,1526.75718,0
1/1/03,0.47976,0,15,1527.23694,0
1/2/03,0.47597,0,13,1527.71291,0
1/3/03,0.47783,0,13,1528.19074,0
1/4/03,0.47804,0,13,1528.66878,0
1/5/03,0.47499,0,13,1529.14377,0
1/6/03,0.47337,0,13,1529.61714,0
1/7/03,0.47159,0,13,1530.08873,0
1/8/03,0.47062,0,12,1530.55935,0
1/9/03,0.46981,0,13,1531.02916,0
1/10/03,0.46747,0,12,1531.49663,0
1/11/03,0.46824,0,14,1531.96487,0
1/12/03,0.4669,0,11,1532.43177,0
1/13/03,0.4689,0,14,1532.90067,0
1/14/03,0.46801,0,12,1533.36868,0
1/15/03,0.46641,0,13,1533.83509,0
1/16/03,0.46414,0,13,1534.29923,0
1/17/03,0.46366,0,13,1534.76289,0
1/18/03,0.46175,0,12,1535.22464,0
1/19/03,0.45967,0,14,1535.68431,0
1/20/03,0.45178,0,12,1536.13609,0
1/21/03,0.44842,0,10,1536.58451,0
1/22/03,0.44637,0,11,1537.03088,0
1/23/03,0.45126,0,12,1537.48214,0
1/24/03,0.45101,0,11,1537.93315,0
1/25/03,0.45015,0,13,1538.3833,0
1/26/03,0.45411,0,11,1538.83741,0
1/27/03,0.45081,0,12,1539.28822,0
1/28/03,0.4514,0,15,1539.73962,0
1/29/03,0.45148,0,13,1540.1911,0
1/30/03,0.45291,0,13,1540.64401,0
1/31/03,0.45241,0,11,1541.09642,0
2/1/03,0.45111,0,11,1541.54753,0
2/2/03,0.44849,0,12,1541.99602,0
2/3/03,0.4486,0,12,1542.44462,0
2/4/03,0.44751,0,10,1542.89213,0
2/5/03,0.44564,0,11,1543.33777,0
2/6/03,0.44549,0,10,1543.78326,0
2/7/03,0.4446,0,10,1544.22786,0
2/8/03,0.44339,0,10,1544.67125,0
2/9/03,0.44282,0,10,1545.11407,0
2/10/03,0.44514,0,12,1545.55921,0
2/11/03,0.44541,0,10,1546.00462,0
2/12/03,0.44312,0,10,1546.44774,0
2/13/03,0.44227,0,12,1546.89001,0
2/14/03,0.43609,0,10,1547.3261,0
2/15/03,0.43983,0,12,1547.76593,0
2/16/03,0.43756,0,11,1548.20349,0
2/17/03,0.43723,0,11,1548.64072,0
2/18/03,0.43745,0,13,1549.07817,0
2/19/03,0.43768,0,11,1549.51585,0
2/20/03,0.43758,0,11,1549.95343,0
2/21/03,0.43872,0,11,1550.39215,0
2/22/03,0.43754,0,10,1550.82969,0
2/23/03,0.43804,0,12,1551.26773,0
2/24/03,0.4371,0,10,1551.70483,0
2/25/03,0.43825,0,12,1552.14308,0
2/26/03,0.44366,0,12,1552.58674,0
2/27/03,0.44402,0,10,1553.03076,0
2/28/03,0.44376,0,12,1553.47452,0
3/1/03,0.44557,0,12,1553.92009,0
3/2/03,0.44376,0,12,1554.36385,0
3/3/03,0.4405,0,11,1554.80435,0
3/4/03,0.43831,0,11,1555.24266,0
3/5/03,0.45533,0,10,1555.69799,0
3/6/03,0.4355,0,10,1556.13349,0
3/7/03,0.43865,0,12,1556.57214,0
3/8/03,0.43676,0,12,1557.0089,0
3/9/03,0.43401,0,11,1557.44291,0
3/10/03,0.42964,0,11,1557.87255,0
3/11/03,0.43203,0,12,1558.30458,0
3/12/03,0.43373,0,11,1558.73831,0
3/13/03,0.4328,0,11,1559.17111,0
3/14/03,0.43174,0,11,1559.60285,0
3/15/03,0.43059,0,10,1560.03344,0
3/16/03,0.43249,0,11,1560.46593,0
3/17/03,0.43066,0,11,1560.89659,0
3/18/03,0.43061,0,11,1561.3272,0
3/19/03,0.43121,0,12,1561.75841,0
3/20/03,0.43104,0,11,1562.18945,0
3/21/03,0.42807,0,11,1562.61752,0
3/22/03,0.43006,0,11,1563.04758,0
3/23/03,0.42842,0,10,1563.476,0
3/24/03,0.42789,0,10,1563.90389,0
3/25/03,0.42774,0,11,1564.33163,0
3/26/03,0.4273,0,11,1564.75893,0
3/27/03,0.42636,0,11,1565.18529,0
3/28/03,0.42621,0,11,1565.6115,0
3/29/03,0.42429,0,11,1566.03579,0
3/30/03,0.42435,0,11,1566.46014,0
3/31/03,0.42418,0,11,1566.88432,0
4/1/03,0.42279,0,11,1567.30711,0
4/2/03,0.42361,0,12,1567.73072,0
4/3/03,0.42384,0,11,1568.15456,0
4/4/03,0.42342,0,10,1568.57798,0
4/5/03,0.42218,0,10,1569.00016,0
4/6/03,0.42096,0,10,1569.42112,0
4/7/03,0.4202,0,11,1569.84132,0
4/8/03,0.42047,0,11,1570.26179,0
4/9/03,0.42004,0,11,1570.68183,0
4/10/03,0.41923,0,11,1571.10106,0
4/11/03,0.41865,0,11,1571.51971,0
4/12/03,0.41661,0,12,1571.93632,0
4/13/03,0.41614,0,10,1572.35246,0
4/14/03,0.4145,0,10,1572.76696,0
4/15/03,0.41096,0,9,1573.17792,0
4/16/03,0.40802,0,10,1573.58594,0
4/17/03,0.41015,0,10,1573.99609,0
4/18/03,0.42752,0,11,1574.42361,0
4/19/03,0.42109,0,13,1574.8447,0
4/20/03,0.42012,0,11,1575.26482,0
4/21/03,0.42052,0,11,1575.68534,0
4/22/03,0.42634,0,12,1576.11168,0
4/23/03,0.42335,0,11,1576.53503,0
4/24/03,0.41715,0,10,1576.95218,0
4/25/03,0.41679,0,10,1577.36897,0
4/26/03,0.41736,0,9,1577.78633,0
4/27/03,0.41384,0,10,1578.20017,0
4/28/03,0.41137,0,10,1578.61154,0
4/29/03,0.4029,0,10,1579.01444,0
4/30/03,0.40971,0,12,1579.42415,0
5/1/03,0.40791,0,10,1579.83206,0
5/2/03,0.41046,0,10,1580.24252,0
5/3/03,0.38498,0,8,1580.6275,0
5/4/03,0.41924,0,13,1581.04674,0
5/5/03,0.42677,0,12,1581.47351,0
5/6/03,0.42699,0,12,1581.9005,0
5/7/03,0.42648,0,11,1582.32698,0
5/8/03,0.42261,0,12,1582.74959,0
5/9/03,0.42205,0,11,1583.17164,0
5/10/03,0.42112,0,12,1583.59276,0
5/11/03,0.41977,0,11,1584.01253,0
5/12/03,0.41823,0,11,1584.43076,0
5/13/03,0.41638,0,12,1584.84714,0
5/14/03,0.41681,0,12,1585.26395,0
5/15/03,0.41528,0,11,1585.67923,0
5/16/03,0.42078,0,11,1586.10001,0
5/17/03,0.42434,0,10,1586.52435,0
5/18/03,0.42236,0,11,1586.94671,0
